sample_no,doc_id,line_png,gt_file,token_index,osmanlica,gt_line
128,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-006.png,54ec03e8-858e-4976-9e36-f4a1945e5130-006.gt.txt,15,قریه,داعیهسیله تظلم و استرحام ایلهدكلرنده مالوف اولدقلری شكوتلرك مزداد ایله یوز باب خانهلی بر قریه
129,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.gt.txt,20,كسیلوب,تبلیغ اولنمغله برابر حدود اوزرینه مقدار كافی عساكر نظامیه سوق و تعبیهسنه استعجال اولنمش و بو صورتله كیدنلرك ارقهسی كسیلوب كیدهجكلرك
130,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-011.png,423004fa-5205-47a8-9713-37953b6b22b8-011.gt.txt,16,تشكیلاتی,و استحضاری داعیره عسكریهجه مرتبه وجوبه منتهی و بونلرك صورت وضع و ترتیبلری و بولوكلرك تشكیلاتی محلیندن جلب اولونان لوایح و رسایلده و جهت فنیهسی دخی كچنلرده تخت اراده سنیذیه الینان پروغراملرك حكمت عسكریه
131,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-016.png,423004fa-5205-47a8-9713-37953b6b22b8-016.gt.txt,8,بالادخال,صورتده فرانسه و اوستوریه دولتلری تلغراف بولوكلرینه بالادخال تلغراف اصولنك اوكرتیلمسی قابل اولوب اولمایاجغنك بیلینمسی لاظیمدن اولدیغندن بعده ایجابی افاده اولونمق اوزره بو صورتله كوندریلهجك
132,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-006.png,423004fa-5205-47a8-9713-37953b6b22b8-006.gt.txt,19,دولتلری,اثنای محاربهده تسهیل مخابرات ایچون اختراع اولونمش اولان تلغراف خطنه داعر روسیه و اوستوریه و فرانسه و انكلتره دولتلری نزدنده اتشهمیلترلك ماموریتلرنده بولونان اركان حربیه ضابطانندن اولان استیضاحات اوزرینه الینان تحریراتلر
133,88dc077b-d603-4af0-b3c1-0a6203f74ab2,88dc077b-d603-4af0-b3c1-0a6203f74ab2-003.png,88dc077b-d603-4af0-b3c1-0a6203f74ab2-003.gt.txt,4,اشخاصدن,اجتسار ایتمش اولان اشخاصدن سكز نفرینك تهمتلری تبین بونلرك تادیب و تربیهلریله برایت ذمتلری ظاهر اولان اوچ نفرینك تخلیه سبیلی
134,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.gt.txt,9,نظامیه,تبلیغ اولنمغله برابر حدود اوزرینه مقدار كافی عساكر نظامیه سوق و تعبیهسنه استعجال اولنمش و بو صورتله كیدنلرك ارقهسی كسیلوب كیدهجكلرك
135,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-004.png,675e3a55-9125-4502-8f60-b8a5ab6af227-004.gt.txt,4,دولتعلیهدن,برنجی ماده طرف دولتعلیهدن و وراثت فرمان عالیسی موجبنجه مصر والیلرینه محول اولان حكومت محلیه و بالتوارث والی بولنان ذات ایله مامورین
136,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-015.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-015.gt.txt,4,تذكره,همت بیورولماسی سیاقنده تذكره
137,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.gt.txt,2,ییلدیزلر,اولان ییلدیزلر دخی، كویا ملایكهلر گبی زمین یوزندهكی نازنین مصنوعاتی كوردكجه جنت عالمینه باقییورلر۔ او موقت خارقهلری
138,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-011.png,675e3a55-9125-4502-8f60-b8a5ab6af227-011.gt.txt,15,ثبوت,ویا اشیای سایرهدن اختلاسه یعنی اخذ و كتمه جسارت ایتمش اولدیغی علنا محاكمه اولنهرق ثبوت اولدیغی حالده كندوسندن تحصیل اولنه و اداسنده
139,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.gt.txt,6,اخوه,جامعه اسلامیه و فحوای (المومنونه اخوه) اقتضاسنجه بین الدولتین العلیتین یك جهتی و اتحادك استقراری و بین الحضرتین الفخمتین دركار
140,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-001.png,675e3a55-9125-4502-8f60-b8a5ab6af227-001.gt.txt,10,ینه,تعذیر اولنهجقلری مثللو كذالك صورت شرعیهسنه تطبیقا بو مقولهلرك ینه درجه جنحهسنه كوره اوچدن یتمش طقوز عدده قدر دكنك ضربیله دخی تعذیرلری
141,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-016.png,675e3a55-9125-4502-8f60-b8a5ab6af227-016.gt.txt,16,تادیبی,و مقبوضات و مدفوعاتدن بر كونه ارتقاب تبین ایلدیكی حالده ارتقاب ایدن ادمدن استرداد اولنوب تادیبی سرقت جزاسنه توفیقا اجرا قلنه و اصیل
142,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-015.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-015.gt.txt,2,بیورولماسی,همت بیورولماسی سیاقنده تذكره
143,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-005.png,54ec03e8-858e-4976-9e36-f4a1945e5130-005.gt.txt,6,اولمقدن,مظالمه و خساراته اجتسارلر اشكار اولمقدن ناشی اهالی قرعه اشقیای مرقومهیی بو افعال شنیعهدن منعی
144,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-006.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-006.gt.txt,1,معاریف,معاریف
145,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-020.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-020.gt.txt,2,منیفنه,امر منیفنه  امتثال و
146,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-007.png,54ec03e8-858e-4976-9e36-f4a1945e5130-007.gt.txt,15,بلا-جرم,احراق بیك-نار ایلهیوب بیل-جمله اموال و اشیالر غارت و اهالی قریهدن ایكی نفر كیمهسنهیی بلا-جرم قتلن اعدام
147,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-021.png,675e3a55-9125-4502-8f60-b8a5ab6af227-021.gt.txt,21,جایز,دخی معتمد و موتمن اولمسی لازم كلهجكنه بناء بعد ازین او مقوله خدمتلرده هیچ بر طرفك خاطر ایچون ادم استحدامی جایز اولمیه
148,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-017.png,675e3a55-9125-4502-8f60-b8a5ab6af227-017.gt.txt,8,اولدقدنصكره,مامور اولان ذات دخی بو قضیهیه واقف اولدقدنصكره اغماض ایتمش اولدیغی تحقق ایدر ایسه عزل و طرد ایله تادیب اولنه و بر مامور كندوسنه امانت و تسلیم
149,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.gt.txt,6,الت,اولدیغی حسبیله تجربه اولوندكدن صوكره الت مذكورهیی یاپوب صاتمق اوزره اوستوریه و پروسیه و ایسوچ دولتلرنده مرقوم امریقهلیه امتیاز براتی ویریلمش و صنعتنی ممالك
150,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-014.png,423004fa-5205-47a8-9713-37953b6b22b8-014.gt.txt,30,اهمیتده,اولاجغی افادهسندن عبارت بولونمش اولمقدن ناشی كیفیت دار شورای عسكریهیه لدالحواله اكرچی مذكور تلغرافلرك دركار اولان لزوم و محسناتنه نظرا بر ان اول بو اصوله اشنا مامور یتیشدیریلمسی درجه اهمیتده اولارق
151,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-014.png,675e3a55-9125-4502-8f60-b8a5ab6af227-014.gt.txt,17,دیوان,اوچنجی ماده عموم دیوانی تعبیر اولنان مواقع ماموریته متفرع اولان محللردن عموم دیوانلرینه و انلردن دخی دیوان مالیهیه تقدیم اولنهجق حساباتك
152,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-025.png,675e3a55-9125-4502-8f60-b8a5ab6af227-025.gt.txt,3,افعال,هر بر افعال و حركاتلرندن طولایی مسیول اولدقلرندن بریسنك مصلحت مامورهسنده تكاسلی رو نما اولور ایسه اقالیم مجلسلرنده ویاخود احكام مصریه
153,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-000.png,675e3a55-9125-4502-8f60-b8a5ab6af227-000.gt.txt,13,قباحتلری,یدنجی ماده الت جارحهدن معدود اولمیان شیلر ایله بربرلرینی ضربه جسارت ایدنلرك قباحتلری درجهسنه كوره اون بش كوندن اوج ماهه قدر حپس ایله
154,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-020.png,423004fa-5205-47a8-9713-37953b6b22b8-020.gt.txt,20,مشارالیهما,ایشبو تذكره معالی معلوم ثناوری اولارق موجبنجه نظارت جلیله خارجیهدن سفارتین مشارالیهمایه اشعار كیفیت ایتدیریلمش ایدی۔ بونك اوزرینه سفارتین مشارالیهما طرفلرندن فرانسه
155,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-000.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-000.gt.txt,3,بارلهده,بر وقت، بارلهده، چام طاغالده، یوكسك بر موقعده، گیجهده ثمانڭ یوزینه باقدم۔ گلهجك فقرهلر
156,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-011.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-011.gt.txt,2,فقط,اولوب فقط پدری متوفای مومی‌الیه
157,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-015.png,675e3a55-9125-4502-8f60-b8a5ab6af227-015.gt.txt,20,حین,رویتنده و رجعه و سندات لازمهسیله مقابلهسنده و عموما دفاتر و محاسبات ایله مخزن و شونهلرك و مصالح سایرهنك حین تفتیشنده موجودات
158,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.gt.txt,19,انوار,عالی حضرت كردون رفعت كیوان منزلت خورشید طلعت جمشید منقبت فریدون فر همایون اثر مصدر اثار جلادت مظهر انوار جلالت
159,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-001.gt.txt,8,طلعت,عالی حضرت كردون رفعت كیوان منزلت خورشید طلعت جمشید منقبت فریدون فر همایون اثر مصدر اثار جلادت مظهر انوار جلالت
160,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.gt.txt,9,لایحه,مذكورنك رسمیله استعمالنه دعیر تعریفاتنی خاوی فرانسزجه بر لایحه ویرمش اولمغن منظور علی نظارت پناهیلری بیورولماق اوزره لفا تقدیم قیلینمش و بونك عسكریجه
161,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-017.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-017.gt.txt,14,تشهیر,[حاشیه] یعنی جنت چیچكلرینك فیدانلق و مزرعهجغی اولان زمینك یوزنده حدسز معجزات قدرت تشهیر
162,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-020.png,423004fa-5205-47a8-9713-37953b6b22b8-020.gt.txt,19,سفارتین,ایشبو تذكره معالی معلوم ثناوری اولارق موجبنجه نظارت جلیله خارجیهدن سفارتین مشارالیهمایه اشعار كیفیت ایتدیریلمش ایدی۔ بونك اوزرینه سفارتین مشارالیهما طرفلرندن فرانسه
163,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-001.png,423004fa-5205-47a8-9713-37953b6b22b8-001.gt.txt,10,ثانی,فی ٢١ شوّال سنه ٩١ و فی ١٨ تشرین ثانی سنه ٩٠ تاریخنده داعیرۀ عسكریەدن صدارت عظمایه مورود تذكرەنك صورتیدر.
164,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-009.png,423004fa-5205-47a8-9713-37953b6b22b8-009.gt.txt,18,اولوب,بیان اولونمش و مذكور مذكره لدالمتعه خلاصه مالالی مذكور اوچ نوع تلغرافدن بر نوعی اوردو ایله متحرك اولوب باش قوماندان ایله فرقه قوماندانلقلرینك مخابراتنه مخصوص اولدیغی كبی نوع دیكری میدان محاربه ایله ایلری
165,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-000.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-000.gt.txt,6,یوكسك,بر وقت، بارلهده، چام طاغالده، یوكسك بر موقعده، گیجهده ثمانڭ یوزینه باقدم۔ گلهجك فقرهلر
166,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-004.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-004.gt.txt,9,ذالت,خاقان جمجاه قاان با انتباه ناصرالدین شاه لا ذالت ابواب موالاته مفتوحة بالاخلاص و سرادقات مصافاته مرفوعة بالاختصاص
167,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-026.png,675e3a55-9125-4502-8f60-b8a5ab6af227-026.gt.txt,15,جذاییه,مجلسنده دعواسی كوریلوب با لمحاكمه جنحهسی ثابت اولور ایسه حقنده بر موجب قانون معامله جذاییه اجرا اولنه
168,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-013.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-013.gt.txt,7,بویله,داهیه خلقت، برر نور عالمییز بز۔ بویله یوز بیك دیل ایله یوز بیك برهان كوستریرز، ایشیتدیریرز انسان
169,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-011.png,423004fa-5205-47a8-9713-37953b6b22b8-011.gt.txt,22,رسایلده,و استحضاری داعیره عسكریهجه مرتبه وجوبه منتهی و بونلرك صورت وضع و ترتیبلری و بولوكلرك تشكیلاتی محلیندن جلب اولونان لوایح و رسایلده و جهت فنیهسی دخی كچنلرده تخت اراده سنیذیه الینان پروغراملرك حكمت عسكریه
170,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-005.png,675e3a55-9125-4502-8f60-b8a5ab6af227-005.gt.txt,26,مداخله,طرفلرندن كمسنهنك مال و املاكنه وضع ید اولنمیه و بیوك و كوچك بر كمسنه دیكر بریسنك مال و املاكنه بغیر حق تعرض و تسلط و مداخله ایتمك ویاخود
171,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-016.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-016.gt.txt,2,صحت,اخبار صحت و سلامت كیانیلری ایله بو طرفی دخی حصه مند مسار ایتمك اوزره همان عودتنه رخصت ویرلمسی مرجو و متمنادر
172,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-001.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-001.gt.txt,3,الوس,بغداد مفتیسی الوس زاده افندینك مخدومی عبدالباقی افندینك ویرمش اولدیغی ایكی قطعه مذكرهسنده
173,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-011.png,675e3a55-9125-4502-8f60-b8a5ab6af227-011.gt.txt,2,اشیای,ویا اشیای سایرهدن اختلاسه یعنی اخذ و كتمه جسارت ایتمش اولدیغی علنا محاكمه اولنهرق ثبوت اولدیغی حالده كندوسندن تحصیل اولنه و اداسنده
174,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-005.png,675e3a55-9125-4502-8f60-b8a5ab6af227-005.gt.txt,8,اولنمیه,طرفلرندن كمسنهنك مال و املاكنه وضع ید اولنمیه و بیوك و كوچك بر كمسنه دیكر بریسنك مال و املاكنه بغیر حق تعرض و تسلط و مداخله ایتمك ویاخود
175,ea15505d-d2a8-493f-99ea-6ea0e2615a09,ea15505d-d2a8-493f-99ea-6ea0e2615a09-009.png,ea15505d-d2a8-493f-99ea-6ea0e2615a09-009.gt.txt,1,لدی‌المطالعه,لدی‌المطالعه
176,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.gt.txt,2,رسمیله,مذكورنك رسمیله استعمالنه دعیر تعریفاتنی خاوی فرانسزجه بر لایحه ویرمش اولمغن منظور علی نظارت پناهیلری بیورولماق اوزره لفا تقدیم قیلینمش و بونك عسكریجه
177,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-011.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-011.gt.txt,20,كامله,كیتمسی بو امنیه خیریهیه وسیله مناسبه اتخاذ ایدلمشدر مشارالیهك ذهاب و ایابنده (تحابی فی سبیل الله) وتیرهسنجه حقنده احترامات كامله اجراسیله
178,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.gt.txt,17,خارقهلری,اولان ییلدیزلر دخی، كویا ملایكهلر گبی زمین یوزندهكی نازنین مصنوعاتی كوردكجه جنت عالمینه باقییورلر۔ او موقت خارقهلری
179,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-011.png,675e3a55-9125-4502-8f60-b8a5ab6af227-011.gt.txt,22,اداسنده,ویا اشیای سایرهدن اختلاسه یعنی اخذ و كتمه جسارت ایتمش اولدیغی علنا محاكمه اولنهرق ثبوت اولدیغی حالده كندوسندن تحصیل اولنه و اداسنده
180,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-008.gt.txt,9,الدولتین,جامعه اسلامیه و فحوای (المومنونه اخوه) اقتضاسنجه بین الدولتین العلیتین یك جهتی و اتحادك استقراری و بین الحضرتین الفخمتین دركار
181,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-006.png,675e3a55-9125-4502-8f60-b8a5ab6af227-006.gt.txt,8,بالواسطه,جبرا المق ویا صاتدرمق ایچون بالذات ویاخود بالواسطه اجبار ایلمك مثللو شیلر وجها من الوجوه جایز اولمیه و اكر بو مثللو ماده ممنوعه و مكروههیه جسارت
182,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-019.gt.txt,14,اولنمش,تبلیغ اولنمغله برابر حدود اوزرینه مقدار كافی عساكر نظامیه سوق و تعبیهسنه استعجال اولنمش و بو صورتله كیدنلرك ارقهسی كسیلوب كیدهجكلرك
183,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-006.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-006.gt.txt,7,داها,ایلهمك اوزره كندیسنه بر سنه و داها زیاده مدت امتیاز اعطا اولنهبیلوب اولنهمیهجغنی اولجه اكلامق ایستهمش و مذكور امتیاز براتی پروسیهده كندینه اقچهسز ویریلمش ایسه ده
184,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-005.png,54ec03e8-858e-4976-9e36-f4a1945e5130-005.gt.txt,12,بو,مظالمه و خساراته اجتسارلر اشكار اولمقدن ناشی اهالی قرعه اشقیای مرقومهیی بو افعال شنیعهدن منعی
185,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-008.gt.txt,15,پناهیلری,مذكورنك رسمیله استعمالنه دعیر تعریفاتنی خاوی فرانسزجه بر لایحه ویرمش اولمغن منظور علی نظارت پناهیلری بیورولماق اوزره لفا تقدیم قیلینمش و بونك عسكریجه
186,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-014.png,675e3a55-9125-4502-8f60-b8a5ab6af227-014.gt.txt,11,محللردن,اوچنجی ماده عموم دیوانی تعبیر اولنان مواقع ماموریته متفرع اولان محللردن عموم دیوانلرینه و انلردن دخی دیوان مالیهیه تقدیم اولنهجق حساباتك
187,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-007.png,423004fa-5205-47a8-9713-37953b6b22b8-007.gt.txt,26,معاریفنجه,مالالرینه نظرا مذكور تلغرافك اوچ قسم اولارق ایجاد اولوندیغی اكلاشیلدیغندن بونك لدالحاجه دولت عالیهجه دخی قوللانیلمق اوزره اعمالی ضمننده اوراق مورودهنك مكتب حربیه شاهانه مجلس معاریفنجه بالتدقیق انواع ثلاثه
188,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-019.gt.txt,4,كویا,اولان ییلدیزلر دخی، كویا ملایكهلر گبی زمین یوزندهكی نازنین مصنوعاتی كوردكجه جنت عالمینه باقییورلر۔ او موقت خارقهلری
189,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-001.png,423004fa-5205-47a8-9713-37953b6b22b8-001.gt.txt,16,صدارت,فی ٢١ شوّال سنه ٩١ و فی ١٨ تشرین ثانی سنه ٩٠ تاریخنده داعیرۀ عسكریەدن صدارت عظمایه مورود تذكرەنك صورتیدر.
190,54ec03e8-858e-4976-9e36-f4a1945e5130,54ec03e8-858e-4976-9e36-f4a1945e5130-000.png,54ec03e8-858e-4976-9e36-f4a1945e5130-000.gt.txt,5,حسن,طرسوس طرفندن كلن چوقادار حسن قوللرینك تقریریدر:
191,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-006.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-006.gt.txt,3,نطقه,هپ برابر نطقه كلمش، حق لسانیله دیرلر: بر قادر ذوالجلالڭ حشمت سلطاننه،
192,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-007.png,423004fa-5205-47a8-9713-37953b6b22b8-007.gt.txt,8,ایجاد,مالالرینه نظرا مذكور تلغرافك اوچ قسم اولارق ایجاد اولوندیغی اكلاشیلدیغندن بونك لدالحاجه دولت عالیهجه دخی قوللانیلمق اوزره اعمالی ضمننده اوراق مورودهنك مكتب حربیه شاهانه مجلس معاریفنجه بالتدقیق انواع ثلاثه
193,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-017.png,423004fa-5205-47a8-9713-37953b6b22b8-017.gt.txt,8,اولامهیهجغنك,ضابطانك مذكور بولوكلره قبول ایتدیریلمهسی ممكن اولوب اولامهیهجغنك پاریس و ویانه سفارت سنیهلرندن استعلامی خصوصنك حضور معالیموفور جناب صدارتپناهیلرینه عرض و اشعاری حربیه داعیرهسندن
194,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-005.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-005.gt.txt,5,خطبه,دیڭله ده ییلدیزلری، شو خطبه شیریننی، نامه نورینی حكمت باق نه تقریر ایلمیش۔
195,675e3a55-9125-4502-8f60-b8a5ab6af227,675e3a55-9125-4502-8f60-b8a5ab6af227-007.png,675e3a55-9125-4502-8f60-b8a5ab6af227-007.gt.txt,21,بولنور,ایدن اولور ایسه فرضا برینك مال و املاكنه تسلطی وقوعنده منع و دفع اولنوب شاید بر تقریب ایله ضبط ایتمش بولنور ایسه مضبوط اولان مال و املاك
196,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-009.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-009.gt.txt,24,تمهید,اولان علاقه محبت و مصافات و رابطه مودت و موالاتك استمراری اخص امال صدق اشتمال اولمقدن ناشی دایما تجدید لباس و داد و تمهید
197,2d16a812-a123-4f29-9d3d-34d3c0be1498,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.png,2d16a812-a123-4f29-9d3d-34d3c0be1498-004.gt.txt,7,مذكورهیی,اولدیغی حسبیله تجربه اولوندكدن صوكره الت مذكورهیی یاپوب صاتمق اوزره اوستوریه و پروسیه و ایسوچ دولتلرنده مرقوم امریقهلیه امتیاز براتی ویریلمش و صنعتنی ممالك
198,423004fa-5205-47a8-9713-37953b6b22b8,423004fa-5205-47a8-9713-37953b6b22b8-015.png,423004fa-5205-47a8-9713-37953b6b22b8-015.gt.txt,27,ضابطاندن,مضبطه مذكوره مندراجتی پك یولونده و بجا كورونمش ایسه ده اول امرده اول صورتله كرك پاریسده بولونان طلبهدن تعین قیلیندیغی و كرك بوراجه مكتبدن مخرج مقتدر ضابطاندن برقاچ نفری مخصوصان كوندریلدیكی
199,fa1bd90d-5fca-4e1f-a032-754c82a44fae,fa1bd90d-5fca-4e1f-a032-754c82a44fae-010.png,fa1bd90d-5fca-4e1f-a032-754c82a44fae-010.gt.txt,13,طاقیلمش,طوبای خلقتدن سماوات شقنه هپ كهكشان اغصاننه، بر جمیل ذوالجلالك دست حكمتله طاقیلمش پك كوزل میوهلرز بز۔
200,1c4a2080-987c-4e68-b9e3-3a94ee454ff9,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-014.png,1c4a2080-987c-4e68-b9e3-3a94ee454ff9-014.gt.txt,18,ایشلرنده,اكا ترفیق اولنمغله بلطفه تعالی اولطرف باهر الشرفه مواصلتنده بو بحثی شفاها دخی تقریر و كرك حدود ایشلرنده و كرك خصوصات سایرهیه
